bio,lemmatized_tokens,flag_classification,reason
"Obsessed with stars, bad at directions. ✨🗺️","['obsessed', 'star', 'bad', 'direction']",🚩Red Flag,"['obsessed', 'bad']"
"Loves volunteering, avoids real problems.","['love', 'volunteering', 'avoids', 'real', 'problem']",🌿Green Flag,"['love', 'real']"
"Flirt dangerously, nap professionally","['flirt', 'dangerously', 'nap', 'professionally']",🚩Red Flag,['flirt']
"I ghost, but I leave memes","['ghost', 'leave', 'meme']",🚩Red Flag,['ghost']
loves attention,"['love', 'attention']",🙂Mixed Signal,"['love', 'attention']"
spontaneous adventures ftw,"['spontaneous', 'adventure', 'ftw']",🤷‍♂️No Clear Signal,[]
single & spicy,"['single', 'spicy']",🤷‍♂️No Clear Signal,[]
i like chaos,"['like', 'chaos']",🚩Red Flag,['chaos']
Loves festivals and weird costumes.,"['love', 'festival', 'weird', 'costume']",🌿Green Flag,['love']
love pizza,"['love', 'pizza']",🌿Green Flag,"['love', 'pizza']"
don’t text dry. or i’ll vanish,"['dont', 'text', 'dry', 'ill', 'vanish']",🙂Mixed Signal,"['dont', 'vanish']"
pizza addict & napper,"['pizza', 'addict', 'napper']",🌿Green Flag,['pizza']
"Beach walks, starry nights, good vibes only.","['beach', 'walk', 'starry', 'night', 'good', 'vibe']",🤷‍♂️No Clear Signal,[]
"Dog mom, chaos enthusiast.","['dog', 'mom', 'chaos', 'enthusiast']",🙂Mixed Signal,"['dog', 'enthusiast', 'chaos']"
"Loves road trips, flaky mid-trip.","['love', 'road', 'trip', 'flaky', 'midtrip']",🌿Green Flag,['love']
i talk too much omg,"['talk', 'much', 'omg']",🤷‍♂️No Clear Signal,[]
"Coffee lover, flaky.","['coffee', 'lover', 'flaky']",🌿Green Flag,"['coffee', 'lover']"
emo queen,"['emo', 'queen']",🤷‍♂️No Clear Signal,[]
"Gym rat, ghosted friends.","['gym', 'rat', 'ghosted', 'friend']",🤷‍♂️No Clear Signal,[]
sarcastic af always,"['sarcastic', 'af', 'always']",🌿Green Flag,['always']
Hopeless romantic looking for a partner in crime.,"['hopeless', 'romantic', 'looking', 'partner', 'crime']",🌿Green Flag,['romantic']
I’m the friend that remembers your favorite snack,"['im', 'friend', 'remembers', 'favorite', 'snack']",🤷‍♂️No Clear Signal,[]
Professional meme sharer,"['professional', 'meme', 'sharer']",🌿Green Flag,['professional']
lol just seeing what happens,"['lol', 'seeing', 'happens']",🤷‍♂️No Clear Signal,[]
Flirt level: chaotic,"['flirt', 'level', 'chaotic']",🚩Red Flag,['flirt']
"i’m not mad, just disappointed. in men.","['im', 'mad', 'disappointed', 'men']",🤷‍♂️No Clear Signal,[]
single & spicy,"['single', 'spicy']",🤷‍♂️No Clear Signal,[]
i like chaos,"['like', 'chaos']",🚩Red Flag,['chaos']
memes > humans,"['meme', 'human']",🌿Green Flag,['human']
i panic too often,"['panic', 'often']",🤷‍♂️No Clear Signal,[]
dont follow me,"['dont', 'follow']",🌿Green Flag,['dont']
I overanalyze everything… including this bio,"['overanalyze', 'everything', 'including', 'bio']",🤷‍♂️No Clear Signal,[]
"if you like soft people with loud laughs, hi","['like', 'soft', 'people', 'loud', 'laugh', 'hi']",🌿Green Flag,"['soft', 'laugh']"
kind of lost,"['kind', 'lost']",🤷‍♂️No Clear Signal,[]
"Fitness junkie, chocolate enthusiast.","['fitness', 'junkie', 'chocolate', 'enthusiast']",🌿Green Flag,['enthusiast']
Professional overthinker,"['professional', 'overthinker']",🌿Green Flag,['professional']
Always up for a road trip with no GPS.,"['always', 'road', 'trip', 'gps']",🌿Green Flag,['always']
tacos pls,"['taco', 'pls']",🤷‍♂️No Clear Signal,[]
coffee > sleep,"['coffee', 'sleep']",🌿Green Flag,['coffee']
"Sweet chaos, occasional tears.","['sweet', 'chaos', 'occasional', 'tear']",🚩Red Flag,['chaos']
Obsessed with memes and existential thoughts.,"['obsessed', 'meme', 'existential', 'thought']",🚩Red Flag,['obsessed']
messy hair dont care,"['messy', 'hair', 'dont', 'care']",🙂Mixed Signal,"['dont', 'messy']"
"I trip over nothing, impressively","['trip', 'nothing', 'impressively']",🤷‍♂️No Clear Signal,[]
Professional napper seeking partner in naps,"['professional', 'napper', 'seeking', 'partner', 'nap']",🌿Green Flag,['professional']
Netflix binges > everything else 🎬😴,"['netflix', 'binge', 'everything', 'else']",🤷‍♂️No Clear Signal,[]
i sing off key,"['sing', 'key']",🤷‍♂️No Clear Signal,[]
i scream sometimes,"['scream', 'sometimes']",🤷‍♂️No Clear Signal,[]
Professional chaos coordinator,"['professional', 'chaos', 'coordinator']",🙂Mixed Signal,"['professional', 'chaos']"
"I ghost, but for dramatic effect.","['ghost', 'dramatic', 'effect']",🚩Red Flag,"['ghost', 'dramatic']"
"Loves pets, ghosted once.","['love', 'pet', 'ghosted']",🌿Green Flag,['love']
I may or may not text back promptly,"['may', 'may', 'text', 'back', 'promptly']",🤷‍♂️No Clear Signal,[]
"Passionate about charity, forgets small promises.","['passionate', 'charity', 'forgets', 'small', 'promise']",🌿Green Flag,['small']
"Could be clingy, could vanish. 🎭","['could', 'clingy', 'could', 'vanish']",🙂Mixed Signal,"['clingy', 'vanish']"
sleep is love,"['sleep', 'love']",🌿Green Flag,['love']
Loves beaches and mountain trails.,"['love', 'beach', 'mountain', 'trail']",🌿Green Flag,['love']
just here for free food,"['free', 'food']",🤷‍♂️No Clear Signal,[]
"I love deep talks, hate drama.","['love', 'deep', 'talk', 'hate', 'drama']",🙂Mixed Signal,"['love', 'deep', 'drama']"
introvert energy,"['introvert', 'energy']",🤷‍♂️No Clear Signal,[]
Always chasing sunsets and good vibes 🌅✨,"['always', 'chasing', 'sunset', 'good', 'vibe']",🌿Green Flag,['always']
spicy but lonely,"['spicy', 'lonely']",🤷‍♂️No Clear Signal,[]
"Music, laughter, and midnight snacks 🎶😂🍫","['music', 'laughter', 'midnight', 'snack']",🤷‍♂️No Clear Signal,[]
obsessed w candles,"['obsessed', 'w', 'candle']",🚩Red Flag,['obsessed']
awkward penguin,"['awkward', 'penguin']",🤷‍♂️No Clear Signal,[]
Professional snack hunter,"['professional', 'snack', 'hunter']",🌿Green Flag,['professional']
"Dog mom, chaos enthusiast","['dog', 'mom', 'chaos', 'enthusiast']",🙂Mixed Signal,"['dog', 'enthusiast', 'chaos']"
i lie sometimes,"['lie', 'sometimes']",🚩Red Flag,['lie']
tacos pls,"['taco', 'pls']",🤷‍♂️No Clear Signal,[]
"I’ll flirt with you, then disappear.","['ill', 'flirt', 'disappear']",🚩Red Flag,['flirt']
lol,['lol'],🤷‍♂️No Clear Signal,[]
tacos & coffee,"['taco', 'coffee']",🌿Green Flag,['coffee']
I’ll cook for you… then complain about cleanup. 🍳😅,"['ill', 'cook', 'complain', 'cleanup']",🤷‍♂️No Clear Signal,[]
Professional chaos coordinator,"['professional', 'chaos', 'coordinator']",🙂Mixed Signal,"['professional', 'chaos']"
night owl vibes 🌙,"['night', 'owl', 'vibe']",🤷‍♂️No Clear Signal,[]
messy bun queen,"['messy', 'bun', 'queen']",🚩Red Flag,['messy']
might steal ur fries,"['might', 'steal', 'ur', 'fry']",🚩Red Flag,['steal']
Flirt level: expert,"['flirt', 'level', 'expert']",🚩Red Flag,['flirt']
Obsessed with quirky home decor.,"['obsessed', 'quirky', 'home', 'decor']",🙂Mixed Signal,"['home', 'obsessed']"
probably thinking rn,"['probably', 'thinking', 'rn']",🤷‍♂️No Clear Signal,[]
"Coffee in one hand, memes in the other.","['coffee', 'one', 'hand', 'meme']",🌿Green Flag,['coffee']
"Will steal your fries, not your heart","['steal', 'fry', 'heart']",🚩Red Flag,['steal']
"Amateur painter, full-time daydreamer, chaos seeker.","['amateur', 'painter', 'fulltime', 'daydreamer', 'chaos', 'seeker']",🚩Red Flag,['chaos']
love to travel but broke,"['love', 'travel', 'broke']",🙂Mixed Signal,"['love', 'broke']"
"Sweet chaos, coffee enthusiast.","['sweet', 'chaos', 'coffee', 'enthusiast']",🙂Mixed Signal,"['coffee', 'enthusiast', 'chaos']"
"Obsessed with dogs, street food, and spontaneity.","['obsessed', 'dog', 'street', 'food', 'spontaneity']",🙂Mixed Signal,"['dog', 'obsessed']"
"if we fight, I win. always.","['fight', 'win', 'always']",🙂Mixed Signal,"['always', 'fight', 'win']"
"Professional overthinker, amateur optimist.","['professional', 'overthinker', 'amateur', 'optimist']",🌿Green Flag,['professional']
still believe in hand-written notes and good eye contact,"['still', 'believe', 'handwritten', 'note', 'good', 'eye', 'contact']",🌿Green Flag,['eye']
Introvert with commitment issues… to mornings,"['introvert', 'commitment', 'issue', 'morning']",🌿Green Flag,['morning']
messy but worth it,"['messy', 'worth']",🚩Red Flag,['messy']
love dogs more than ppl,"['love', 'dog', 'ppl']",🌿Green Flag,"['love', 'dog']"
Will judge your memes silently,"['judge', 'meme', 'silently']",🤷‍♂️No Clear Signal,[]
Currently avoiding adulthood creatively,"['currently', 'avoiding', 'adulthood', 'creatively']",🤷‍♂️No Clear Signal,[]
Will annoy you… but you’ll love it. 😈,"['annoy', 'youll', 'love']",🌿Green Flag,['love']
GYM & TACOS,"['gym', 'taco']",🤷‍♂️No Clear Signal,[]
lazy but ambitious,"['lazy', 'ambitious']",🌿Green Flag,['ambitious']
gamer 24/7,['gamer'],🤷‍♂️No Clear Signal,[]
i nap anywhere,"['nap', 'anywhere']",🤷‍♂️No Clear Signal,[]
i hoard candles,"['hoard', 'candle']",🤷‍♂️No Clear Signal,[]
"Foodie, ignores texts.","['foodie', 'ignores', 'text']",🤷‍♂️No Clear Signal,[]
lol,['lol'],🤷‍♂️No Clear Signal,[]
Will judge your playlist… politely,"['judge', 'playlist', 'politely']",🤷‍♂️No Clear Signal,[]
"Loves games, ghosted friends.","['love', 'game', 'ghosted', 'friend']",🌿Green Flag,['love']
i lie sometimes,"['lie', 'sometimes']",🚩Red Flag,['lie']
"Wine enthusiast, secretly moody.","['wine', 'enthusiast', 'secretly', 'moody']",🌿Green Flag,['enthusiast']
i talk too much 😅,"['talk', 'much']",🤷‍♂️No Clear Signal,[]
"Loves karaoke, dance-offs, and ice cream.","['love', 'karaoke', 'danceoffs', 'ice', 'cream']",🌿Green Flag,['love']
my playlist is messy,"['playlist', 'messy']",🚩Red Flag,['messy']
hair messy don’t care,"['hair', 'messy', 'dont', 'care']",🙂Mixed Signal,"['dont', 'messy']"
sassy with a side of sarcasm,"['sassy', 'side', 'sarcasm']",🚩Red Flag,['sarcasm']
"coffee first, questions later","['coffee', 'first', 'question', 'later']",🌿Green Flag,['coffee']
messy bun & chill,"['messy', 'bun', 'chill']",🙂Mixed Signal,"['chill', 'messy']"
I ghost fast. don’t take it personal,"['ghost', 'fast', 'dont', 'take', 'personal']",🙂Mixed Signal,"['dont', 'ghost']"
dogs > humans,"['dog', 'human']",🌿Green Flag,"['dog', 'human']"
single & spicy,"['single', 'spicy']",🤷‍♂️No Clear Signal,[]
pizza & memes,"['pizza', 'meme']",🌿Green Flag,['pizza']
i scream in car,"['scream', 'car']",🤷‍♂️No Clear Signal,[]
literally tired,"['literally', 'tired']",🤷‍♂️No Clear Signal,[]
Sarcasm enthusiast,"['sarcasm', 'enthusiast']",🙂Mixed Signal,"['enthusiast', 'sarcasm']"
"Likes to win, hates losing. 🏆😤","['like', 'win', 'hate', 'losing']",🚩Red Flag,['win']
i sing badly but happy,"['sing', 'badly', 'happy']",🤷‍♂️No Clear Signal,[]
honestly? idk what im doing,"['honestly', 'idk', 'im']",🤷‍♂️No Clear Signal,[]
Loves music festivals and spontaneous trips.,"['love', 'music', 'festival', 'spontaneous', 'trip']",🌿Green Flag,['love']
Recovering chaos magnet,"['recovering', 'chaos', 'magnet']",🚩Red Flag,['chaos']
music is life,"['music', 'life']",🌿Green Flag,['life']
"Night owl, music addict, chaos seeker.","['night', 'owl', 'music', 'addict', 'chaos', 'seeker']",🚩Red Flag,['chaos']
"Gym freak, secretly clingy.","['gym', 'freak', 'secretly', 'clingy']",🌿Green Flag,['clingy']
Loves road trips and offbeat cafes.,"['love', 'road', 'trip', 'offbeat', 'cafe']",🌿Green Flag,['love']
Movie lover seeking critique buddy.,"['movie', 'lover', 'seeking', 'critique', 'buddy']",🌿Green Flag,['lover']
quiet but laughs,"['quiet', 'laugh']",🌿Green Flag,"['quiet', 'laugh']"
Beach bum with a love for books and sunsets.,"['beach', 'bum', 'love', 'book', 'sunset']",🌿Green Flag,['love']
coffee addicted,"['coffee', 'addicted']",🌿Green Flag,['coffee']
DOG LOVER 🐕,"['dog', 'lover']",🌿Green Flag,"['dog', 'lover']"
Sweet but can snap if pushed. 🍬⚡,"['sweet', 'snap', 'pushed']",🤷‍♂️No Clear Signal,[]
sleepy queen,"['sleepy', 'queen']",🤷‍♂️No Clear Signal,[]
I live for spontaneous road trips and bad karaoke nights.,"['live', 'spontaneous', 'road', 'trip', 'bad', 'karaoke', 'night']",🚩Red Flag,['bad']
drama free unless provoked,"['drama', 'free', 'unless', 'provoked']",🚩Red Flag,['drama']
"Foodie, ignores messages.","['foodie', 'ignores', 'message']",🤷‍♂️No Clear Signal,[]
Might flirt with your friend… but harmlessly. 😉,"['might', 'flirt', 'friend', 'harmlessly']",🚩Red Flag,['flirt']
"Keeps journals, yet avoids emotional depth.","['keep', 'journal', 'yet', 'avoids', 'emotional', 'depth']",🌿Green Flag,['emotional']
🍕 > all else,['else'],🤷‍♂️No Clear Signal,[]
Amateur photographer seeking scenic partner.,"['amateur', 'photographer', 'seeking', 'scenic', 'partner']",🤷‍♂️No Clear Signal,[]
introvert but fun,"['introvert', 'fun']",🤷‍♂️No Clear Signal,[]
"Pancakes for breakfast, sarcasm for dinner.","['pancake', 'breakfast', 'sarcasm', 'dinner']",🚩Red Flag,['sarcasm']
obsessed w memes,"['obsessed', 'w', 'meme']",🚩Red Flag,['obsessed']
don’t worry. i’m worse in person 😘,"['dont', 'worry', 'im', 'worse', 'person']",🙂Mixed Signal,"['dont', 'worse']"
coffee is bae ☕,"['coffee', 'bae']",🌿Green Flag,['coffee']
plant parent 🌿 bookworm 📚 part-time optimist,"['plant', 'parent', 'bookworm', 'parttime', 'optimist']",🌿Green Flag,['bookworm']
Loves swimming but hates chlorine.,"['love', 'swimming', 'hate', 'chlorine']",🌿Green Flag,['love']
i’m messy sometimes,"['im', 'messy', 'sometimes']",🚩Red Flag,['messy']
shy but deadly,"['shy', 'deadly']",🤷‍♂️No Clear Signal,[]
sleepy & spicy,"['sleepy', 'spicy']",🤷‍♂️No Clear Signal,[]
Caffeine-dependent disaster,"['caffeinedependent', 'disaster']",🤷‍♂️No Clear Signal,[]
match me before i delete this app again,"['match', 'delete', 'app']",🤷‍♂️No Clear Signal,[]
lowkey dramatic af,"['lowkey', 'dramatic', 'af']",🚩Red Flag,['dramatic']
match me if u love red flags in glitter,"['match', 'u', 'love', 'red', 'flag', 'glitter']",🙂Mixed Signal,"['love', 'flag']"
i swipe right for dogs,"['swipe', 'right', 'dog']",🌿Green Flag,['dog']
i overthink everything,"['overthink', 'everything']",🚩Red Flag,['overthink']
"Sarcastic as hell, but caring when it counts. 😎","['sarcastic', 'hell', 'caring', 'count']",🤷‍♂️No Clear Signal,[]
"Yoga enthusiast, flaky.","['yoga', 'enthusiast', 'flaky']",🌿Green Flag,['enthusiast']
i snack a lot,"['snack', 'lot']",🤷‍♂️No Clear Signal,[]
"Night owl, chaos lover, meme enthusiast.","['night', 'owl', 'chaos', 'lover', 'meme', 'enthusiast']",🙂Mixed Signal,"['lover', 'enthusiast', 'chaos']"
lowkey dramatic,"['lowkey', 'dramatic']",🚩Red Flag,['dramatic']
i talk too much sometimes,"['talk', 'much', 'sometimes']",🤷‍♂️No Clear Signal,[]
coffee > sleep,"['coffee', 'sleep']",🌿Green Flag,['coffee']
"Coffee snob, occasionally judgmental.","['coffee', 'snob', 'occasionally', 'judgmental']",🌿Green Flag,['coffee']
romance for me is remembering the small things,"['romance', 'remembering', 'small', 'thing']",🌿Green Flag,['small']
sarcastic & chaotic,"['sarcastic', 'chaotic']",🤷‍♂️No Clear Signal,[]
"my vibe is “i got you,” always","['vibe', 'got', 'always']",🌿Green Flag,"['got', 'always']"
could text 24/7,"['could', 'text']",🤷‍♂️No Clear Signal,[]
overthink & repeat,"['overthink', 'repeat']",🚩Red Flag,['overthink']
"Coffee in one hand, chaos in the other.","['coffee', 'one', 'hand', 'chaos']",🙂Mixed Signal,"['coffee', 'chaos']"
gym and memes,"['gym', 'meme']",🤷‍♂️No Clear Signal,[]
"Just a human, standing in front of a bio, asking to be swiped right","['human', 'standing', 'front', 'bio', 'asking', 'swiped', 'right']",🌿Green Flag,['human']
"Gamer, foodie, meme lover.","['gamer', 'foodie', 'meme', 'lover']",🌿Green Flag,['lover']
being silly is part of my emotional availability,"['silly', 'part', 'emotional', 'availability']",🌿Green Flag,['emotional']
overdramatic,['overdramatic'],🤷‍♂️No Clear Signal,[]
messy but cute,"['messy', 'cute']",🚩Red Flag,['messy']
you’ll never feel like an afterthought with me,"['youll', 'never', 'feel', 'like', 'afterthought']",🌿Green Flag,['afterthought']
Night owl with a love for music festivals.,"['night', 'owl', 'love', 'music', 'festival']",🌿Green Flag,['love']
highkey dramatic,"['highkey', 'dramatic']",🚩Red Flag,['dramatic']
Movie nerd seeking co-pilot in life.,"['movie', 'nerd', 'seeking', 'copilot', 'life']",🌿Green Flag,['life']
love memes & coffee,"['love', 'meme', 'coffee']",🌿Green Flag,"['love', 'coffee']"
Professional meme sharer,"['professional', 'meme', 'sharer']",🌿Green Flag,['professional']
"overthink, overeat, repeat","['overthink', 'overeat', 'repeat']",🚩Red Flag,['overthink']
"love sarcasm, hate fake ppl","['love', 'sarcasm', 'hate', 'fake', 'ppl']",🙂Mixed Signal,"['love', 'sarcasm']"
love memes & tacos,"['love', 'meme', 'taco']",🌿Green Flag,['love']
Flirting level: dangerously charming,"['flirting', 'level', 'dangerously', 'charming']",🤷‍♂️No Clear Signal,[]
Sarcasm enthusiast,"['sarcasm', 'enthusiast']",🙂Mixed Signal,"['enthusiast', 'sarcasm']"
