bio,gender,age,city,platform
awkward but cute,Female,36,Philadelphia,CMB
Flirt like you mean it,Female,41,New York,OkCupid
"Fitness junkie, occasional Netflix binger.",Female,40,New York,Hinge
never on time,Male,24,Philadelphia,Bumble
loves parties secretly,Female,36,San Fransisco,Tinder
emojis > everything,Male,18,Dallas,Tinder
"Fitness buff, sometimes judgmental.",Non-binary,30,New York,Bumble
"I ghost, but come back with coffee.",Non-binary,28,Philadelphia,Bumble
"I care too much, ghost too often.",Male,25,Dallas,Bumble
"long-term energy only, respectfully",Female,35,Houston,Hinge
i nap anywhere,Non-binary,36,Chicago,Tinder
"Adventure seeker, ghosted recently.",Non-binary,44,New York,Tinder
memes & naps,Non-binary,42,Philadelphia,Tinder
messy bun & chill,Male,35,Las Vegas,CMB
sleepy af always,Female,27,San Fransisco,Bumble
emotionally complex. physically fine af,Male,19,Chicago,Bumble
Currently training for a snack marathon,Non-binary,34,LA,Bumble
the bar is low but still not stepping over it,Female,37,Chicago,CMB
Fluent in emojis and sarcasm 😎😂,Female,32,Las Vegas,Hinge
"Dog lover, ice cream addict, and terrible singer 🐶🍦🎤",Non-binary,22,Las Vegas,Tinder
this app sucks and so do u probably,Non-binary,30,Houston,Tinder
fake deep but genuinely unstable,Male,20,San Fransisco,Hinge
might cry randomly,Female,40,Houston,OkCupid
"Beach hair, don’t care, tacos in hand.",Female,27,Philadelphia,Tinder
"Loves road trips, flaky mid-trip.",Female,39,LA,OkCupid
naps > anything,Non-binary,34,Houston,OkCupid
"Will steal your fries, politely",Non-binary,22,New York,Bumble
"Dog mom, heartbreaker, Netflix binger.",Non-binary,27,Chicago,Hinge
chaotic queen,Non-binary,29,Philadelphia,Bumble
"Night owl, meme collector, snack hoarder.",Female,24,San Fransisco,Hinge
i like long drives,Non-binary,22,LA,CMB
"Flirting: chaotic, unplanned, cute",Non-binary,31,LA,OkCupid
lazy AF,Female,33,Houston,Bumble
"Adventure junkie, ghosted recently.",Male,25,Las Vegas,OkCupid
tacos over hugs,Non-binary,44,Dallas,CMB
i love toxic men. it’s a hobby,Male,45,Chicago,OkCupid
Can cook 2-minute noodles like a pro,Female,39,Houston,Tinder
"overthinker, over-eater",Non-binary,21,Las Vegas,Bumble
"Always laughing, rarely serious. 😄",Non-binary,23,Houston,OkCupid
"Can be stubborn, but I apologize first. 😅",Non-binary,42,New York,CMB
"Obsessed with photography, street food, and coffee.",Non-binary,41,San Fransisco,CMB
i talk too much,Non-binary,32,Dallas,OkCupid
tired of humans,Female,22,Las Vegas,Bumble
i overanalyze everything,Female,40,Las Vegas,Bumble
messy but cute,Male,36,LA,Bumble
love to travel but broke,Non-binary,19,LA,OkCupid
Bookworm looking for a plot twist in life.,Female,29,Philadelphia,Bumble
"Pizza in the morning, pizza in the evening 🍕💖",Male,18,Houston,Bumble
Always up for a road trip with no GPS.,Non-binary,35,New York,Bumble
introvert but fun,Non-binary,39,LA,Tinder
"Obsessed with sunsets, dogs, and spontaneous trips.",Non-binary,44,Las Vegas,Tinder
emojis > words,Male,34,Chicago,Hinge
"Dog mom, chaos enthusiast.",Female,44,LA,Hinge
my dog is my therapist,Non-binary,35,LA,CMB
naps are my superpower,Non-binary,40,Las Vegas,OkCupid
I laugh at my own jokes,Non-binary,24,Philadelphia,OkCupid
I dance like chaos incarnate,Male,45,San Fransisco,CMB
"Talks philosophy, forgets empathy.",Non-binary,24,Las Vegas,Bumble
"Coffee lover, flaky.",Female,39,New York,Bumble
Professional napper seeking partner in naps,Male,23,Dallas,OkCupid
Can’t survive without caffeine and sarcasm ☕😂,Female,36,Las Vegas,OkCupid
"Let’s be real, honest, and probably goofy together",Non-binary,30,Las Vegas,CMB
always hungry,Female,27,Chicago,CMB
Fluent in movie quotes and awkward humor.,Non-binary,38,Chicago,Bumble
Looking for someone to share pizza and laughs.,Male,34,Philadelphia,OkCupid
loves slow dancing and faster replies,Non-binary,23,Las Vegas,Hinge
"Professional overthinker, amateur napper",Male,42,Las Vegas,Bumble
loves hugs,Male,28,Houston,OkCupid
do not ask me to chill if I just met u,Non-binary,20,Las Vegas,Tinder
Professional overthinker,Male,35,New York,OkCupid
i’m either clingy or cold. no in between,Male,34,Dallas,Bumble
"sometimes extra, always real",Female,40,Las Vegas,Hinge
"i overthink, then nap",Female,44,Las Vegas,Tinder
Recovering overthinker seeking chaos partner,Non-binary,18,Dallas,OkCupid
Likes dogs more than humans sometimes.,Non-binary,30,Chicago,Bumble
"if we date, your dog becomes my dog",Non-binary,32,Las Vegas,Tinder
"if we’re not real, what’s the point?",Female,45,Chicago,Bumble
"coffee first, questions later",Male,45,Houston,OkCupid
My dog is cooler than me,Non-binary,18,Chicago,CMB
no f*ckboys… unless ur hot,Non-binary,18,Chicago,OkCupid
"Introvert on Mondays, wild on weekends. 🐢🎉",Female,37,Las Vegas,CMB
Obsessed with vintage finds.,Male,40,LA,Hinge
messy but fun,Female,44,Philadelphia,CMB
Sweet but slightly messy.,Female,24,Chicago,Bumble
Flirt level: expert,Female,45,Las Vegas,OkCupid
love memes,Non-binary,24,San Fransisco,CMB
"love sarcasm, hate liars",Female,38,Philadelphia,Tinder
"Love books, hate responsibilities.",Female,39,LA,CMB
"I roast, then give hugs.",Male,34,LA,CMB
pizza is bae,Non-binary,38,Philadelphia,Hinge
"Fitness buff, sometimes clingy.",Non-binary,43,New York,Hinge
single and sad,Female,27,New York,Tinder
"Pet lover, people tolerator.",Male,35,San Fransisco,Hinge
Will steal your fries and your hoodie,Non-binary,28,Houston,Tinder
messy & chaotic,Male,28,Dallas,Tinder
lazy & cute,Female,39,Dallas,CMB
i ghost but loyal,Male,26,New York,OkCupid
Amateur painter seeking inspiration and snacks.,Male,43,LA,Hinge
"Sarcastic flirt, hopeless romantic inside. 😎💘",Male,42,New York,Tinder
"not emotionally available, but down to talk",Male,44,Houston,Tinder
"Dog lover, cat hater, emotionally unavailable.",Non-binary,35,Houston,Hinge
"Caffeine in, chaos out",Male,30,Las Vegas,Hinge
Loves spontaneous adventures and bad decisions.,Male,27,Houston,Hinge
i can change a tire and hold space for feelings,Female,42,New York,Tinder
I laugh at my own jokes,Non-binary,38,Chicago,Bumble
"Can’t parallel park, but can parallel snack",Male,32,Las Vegas,Tinder
Could cuddle forever… or leave randomly. 🤗🏃‍♂️,Male,44,Houston,OkCupid
"Fitness junkie, occasional napper.",Non-binary,27,San Fransisco,OkCupid
i scream sometimes,Female,35,Dallas,OkCupid
my mom likes u first,Male,30,Houston,Bumble
DOGS > HUMANS,Female,41,Dallas,OkCupid
Meme curator and expert napper 😂💤,Female,36,LA,Tinder
I overthink and nap simultaneously,Non-binary,43,LA,OkCupid
Will judge you for bad coffee.,Male,38,New York,Tinder
"if you’re not into drama or games, HEY 👋",Non-binary,26,Chicago,Tinder
"Amateur poet, professional dreamer.",Female,26,Las Vegas,CMB
"Could ghost, could obsess. 😶💘",Male,26,San Fransisco,Hinge
maybe idk,Female,25,LA,Bumble
i like dogs more,Male,18,Chicago,Hinge
Amateur chef seeking taste tester for life.,Female,44,Dallas,CMB
Recovering overthinker seeking chaos partner,Female,20,New York,Hinge
gym vibes only,Female,41,Philadelphia,Tinder
yes i overthink everything,Female,19,Las Vegas,Bumble
"Dog mom, chaos enthusiast",Male,22,LA,CMB
just another human,Non-binary,41,San Fransisco,CMB
"Amateur musician, coffee drinker.",Female,41,Chicago,Tinder
"Obsessed with street food, music, and laughter.",Male,23,San Fransisco,Hinge
i overcommit,Female,34,San Fransisco,Hinge
"Snack first, questions later",Male,29,Dallas,Hinge
"Gym enthusiast, sometimes clingy.",Female,20,Las Vegas,OkCupid
I’m proud of the person I’ve become. Hope you are too.,Female,20,San Fransisco,Hinge
I ghost cause I get nervous,Male,19,Dallas,Hinge
"Obsessed with hiking, music, and chocolate.",Female,28,LA,Hinge
"Foodie, sometimes manipulative.",Non-binary,24,Philadelphia,OkCupid
love dogs more than ppl,Non-binary,20,Dallas,Bumble
love language? consistency,Female,25,Dallas,OkCupid
tacos & coffee,Female,45,Philadelphia,Hinge
"Obsessed with sunsets, music, and memes 🌅🎶😂",Non-binary,21,Dallas,CMB
"love pizza, hate mornings",Female,24,Dallas,Hinge
i panic sometimes,Male,35,San Fransisco,Hinge
emotionally fluent and fluent in memes too,Male,23,New York,Hinge
I ghost when I overthink.,Non-binary,19,LA,Tinder
"Yoga lover, ignores messages.",Male,23,LA,Bumble
"Passionate about charity, forgets small promises.",Male,43,LA,Hinge
Beach bum with a love for books and coffee.,Female,32,San Fransisco,Hinge
"Foodie, flaky mid-week.",Non-binary,19,Houston,Tinder
Board game champion seeking challenger.,Female,35,LA,Bumble
Movie nerd with a fondness for 80s classics.,Male,22,New York,OkCupid
"Cat parent, flaky mid-day.",Non-binary,20,New York,OkCupid
I ghost fast. don’t take it personal,Non-binary,21,Dallas,Tinder
Loves spontaneous adventures and bad decisions.,Male,20,Houston,Tinder
Music junkie and pun enthusiast 🎶😏,Non-binary,20,San Fransisco,CMB
i talk too much 😅,Non-binary,26,Philadelphia,OkCupid
i talk too much sometimes,Non-binary,21,LA,Hinge
"Pizza first, life second",Female,35,Las Vegas,Hinge
Coffee and sarcasm are my fuels.,Male,18,New York,Bumble
Beach vibes > city vibes.,Male,25,LA,Bumble
"if you breathe wrong, i’ll overthink it",Non-binary,45,San Fransisco,Hinge
"I’m the upgrade, not the option",Non-binary,39,LA,CMB
Professional meme sharer,Female,36,Chicago,Tinder
will steal ur hoodie and ur peace,Male,20,LA,OkCupid
Currently training for a Netflix marathon,Male,45,San Fransisco,Bumble
I ghost to protect feelings (mine and yours).,Non-binary,20,LA,Bumble
emojis > everything,Non-binary,22,Chicago,OkCupid
"Gamer, foodie, chaos lover.",Male,27,San Fransisco,Hinge
"Adventure seeker, sometimes clingy.",Non-binary,41,Dallas,Bumble
"Flirt dangerously, nap responsibly",Non-binary,28,San Fransisco,Tinder
I live for dessert first,Female,43,Philadelphia,Tinder
I dance like nobody’s watching… except your camera,Non-binary,18,Philadelphia,OkCupid
sarcasm & fun combined,Female,29,LA,OkCupid
"Adventure junkie, flaky mid-week.",Female,45,San Fransisco,Tinder
"Amateur baker, professional snack enthusiast.",Non-binary,29,New York,Tinder
Gamer who actually cooks on weekends.,Non-binary,40,Philadelphia,Bumble
give me forehead kisses or block me,Female,44,New York,CMB
I overthink and nap simultaneously,Male,37,New York,Bumble
don’t worry. i’m worse in person 😘,Non-binary,44,Las Vegas,OkCupid
"Obsessed with dogs, sunsets, and street food.",Male,26,Philadelphia,Tinder
drama magnet,Non-binary,30,Chicago,Bumble
Recovering chaos magnet,Non-binary,41,Dallas,Bumble
I laugh at my own jokes constantly,Male,45,Houston,Hinge
"Loves karaoke, dancing, and ice cream runs.",Non-binary,28,Dallas,Tinder
cant adult today,Female,37,Dallas,Hinge
Professional shower singer,Non-binary,41,Las Vegas,OkCupid
Caffeine-dependent disaster,Female,30,San Fransisco,CMB
soft girl era but still violent,Female,19,Las Vegas,CMB
Currently ignoring responsibilities,Female,41,Dallas,Bumble
messy but lovable,Male,23,Chicago,Tinder
Flirting: my full-time sport,Non-binary,26,Dallas,Tinder
"Fluent in sarcasm, bad jokes, and ice cream.",Male,24,San Fransisco,Tinder
good vibes only (sometimes),Male,21,Chicago,CMB
My hobbies include napping and overthinking,Female,41,New York,Bumble
"I laugh at memes, cry at sunsets.",Female,23,New York,Hinge
i ghost a lot lol,Non-binary,22,LA,CMB
I like my coffee black and my humor dark,Non-binary,36,LA,Tinder
chill but scary,Non-binary,32,New York,CMB
"Yoga lover, ignores texts.",Male,26,LA,Hinge
loves sarcasm,Non-binary,26,Chicago,OkCupid
"Amateur painter, full-time daydreamer, chaos seeker.",Non-binary,22,New York,Tinder
"Gamer, foodie, chaos lover.",Female,38,Houston,Tinder
Introvert seeking someone to share music and snacks with.,Non-binary,45,Houston,Tinder
"Yoga enthusiast, ghosted recently.",Non-binary,30,Las Vegas,Hinge
Sweet but messy energy.,Male,28,Philadelphia,Tinder
casual & messy,Female,23,Chicago,Bumble
loves tattoo culture,Non-binary,38,Dallas,CMB
"Coffee lover, ignores texts for days.",Female,18,Dallas,Bumble
"Obsessed with dogs, sunsets, and street food.",Non-binary,37,Chicago,CMB
Bookworm with a love for coffee.,Female,40,Dallas,Hinge
loves sushi 🍣,Non-binary,40,Chicago,OkCupid
"I tease, I cuddle, I judge. 😈🤗",Male,22,New York,OkCupid
"Adventure seeker, commitment shy. 🏔️💔",Non-binary,27,San Fransisco,Tinder
lazy & fun,Female,29,Philadelphia,OkCupid
not your therapist but will listen,Non-binary,21,New York,Hinge
"Coffee shop regular, avoids serious topics.",Non-binary,27,Chicago,Bumble
