bio,gender,age,city,gender,platform,filtered_tokens,lemmatized_tokens,flag_classification,reason
Movie marathoner with a passion for sarcasm.,Male,44,San Fransisco,Male,Tinder,"['movie', 'marathoner', 'passion', 'sarcasm']","['movie', 'marathoner', 'passion', 'sarcasm']",🚩Red Flag,"sarcasm, passion"
Introvert seeking mutual ignoring,Female,39,San Fransisco,Female,Hinge,"['introvert', 'seeking', 'mutual', 'ignoring']","['introvert', 'seek', 'mutual', 'ignoring']",🙂Mixed Flag,introvert
"Hiking, coding, and pretending I know wine. 🍷",Non-binary,33,Chicago,Non-binary,CMB,"['hiking', 'coding', 'pretending', 'know', 'wine']","['hike', 'cod', 'pretend', 'know', 'wine']",🚩Red Flag,pretend
Bookworm with a messy bookshelf.,Female,21,Philadelphia,Female,Tinder,"['bookworm', 'messy', 'bookshelf']","['bookworm', 'messy', 'bookshelf']",🚩Red Flag,"messy, messy, bookworm, messy"
"Professional overthinker, chaos magnet",Male,25,Chicago,Male,Bumble,"['professional', 'overthinker', 'chaos', 'magnet']","['professional', 'overthinker', 'chaos', 'magnet']",🚩Red Flag,"chaos, professional, chaos"
not ur typical girl,Female,40,Houston,Female,OkCupid,"['ur', 'typical', 'girl']","['ur', 'typical', 'girl']",🤷‍♂️No Clear Signal,
Loves thrift shopping and cheesy rom-coms.,Female,24,Philadelphia,Female,Tinder,"['loves', 'thrift', 'shopping', 'cheesy', 'romcoms']","['love', 'thrift', 'shopping', 'cheesy']",🌿Green Flag,"shopping, love"
"I bring flowers, not drama",Non-binary,24,San Fransisco,Non-binary,Tinder,"['bring', 'flowers', 'drama']","['bring', 'flower', 'drama']",🚩Red Flag,drama
Adventure seeker with a love for sunsets ✈️🌅,Non-binary,45,Philadelphia,Non-binary,CMB,"['adventure', 'seeker', 'love', 'sunsets']","['adventure', 'seeker', 'love', 'sunset']",🌿Green Flag,love
tacos before love,Female,44,Las Vegas,Female,Tinder,"['tacos', 'love']","['taco', 'love']",🌿Green Flag,love
"Music, laughter, and midnight snacks 🎶😂🍫",Non-binary,43,Chicago,Non-binary,Hinge,"['music', 'laughter', 'midnight', 'snacks']","['music', 'laughter', 'midnight', 'snack']",🤷‍♂️No Clear Signal,
"I laugh too loud, sometimes at inappropriate times.",Female,26,Philadelphia,Female,Hinge,"['laugh', 'loud', 'sometimes', 'inappropriate', 'times']","['laugh', 'loud', 'sometimes', 'inappropriate', 'time']",🌿Green Flag,"laugh, sometimes"
Loves random road trips and laughter.,Female,27,San Fransisco,Female,CMB,"['loves', 'random', 'road', 'trips', 'laughter']","['love', 'random', 'road', 'trip', 'laughter']",🌿Green Flag,love
lowkey dramatic,Female,41,New York,Female,Bumble,"['lowkey', 'dramatic']","['lowkey', 'dramatic']",🚩Red Flag,dramatic
Recovering chaos magnet,Non-binary,33,Dallas,Non-binary,Hinge,"['recovering', 'chaos', 'magnet']","['recover', 'chaos', 'magnet']",🚩Red Flag,"chaos, chaos"
i scream at movies,Male,30,Philadelphia,Male,Tinder,"['scream', 'movies']","['scream', 'movie']",🤷‍♂️No Clear Signal,
Serial overthinker with snacks,Female,22,San Fransisco,Female,Tinder,"['serial', 'overthinker', 'snacks']","['serial', 'overthinker', 'snack']",🤷‍♂️No Clear Signal,
might overtext,Male,31,Philadelphia,Male,OkCupid,"['might', 'overtext']","['might', 'overtext']",🤷‍♂️No Clear Signal,
I laugh at my own jokes,Female,45,New York,Female,Bumble,"['laugh', 'jokes']","['laugh', 'joke']",🌿Green Flag,laugh
"Flirt dangerously, nap responsibly",Non-binary,24,Dallas,Non-binary,Bumble,"['flirt', 'dangerously', 'nap', 'responsibly']","['flirt', 'dangerously', 'nap', 'responsibly']",🚩Red Flag,"flirt, flirt, nap"
love sarcasm,Female,37,New York,Female,CMB,"['love', 'sarcasm']","['love', 'sarcasm']",🚩Red Flag,"sarcasm, love"
Introvert with occasional extrovert episodes,Female,24,Philadelphia,Female,Tinder,"['introvert', 'occasional', 'extrovert', 'episodes']","['introvert', 'occasional', 'extrovert', 'episode']",🙂Mixed Flag,introvert
you get full eye contact and my full attention,Non-binary,44,Chicago,Non-binary,OkCupid,"['get', 'full', 'eye', 'contact', 'full', 'attention']","['get', 'full', 'eye', 'contact', 'full', 'attention']",🚩Red Flag,"attention, eye, attention"
"Love adventures, hate explanations.",Non-binary,27,LA,Non-binary,Tinder,"['love', 'adventures', 'hate', 'explanations']","['love', 'adventure', 'hate', 'explanation']",🚩Red Flag,"hate, love"
"Snack first, questions later",Non-binary,41,New York,Non-binary,Hinge,"['snack', 'first', 'questions', 'later']","['snack', 'first', 'question', 'later']",🤷‍♂️No Clear Signal,
anxious-attachment-in-recovery 🫠 but self-aware,Non-binary,39,Chicago,Non-binary,Tinder,"['anxiousattachmentinrecovery', 'selfaware']",[],🤷‍♂️No Clear Signal,
lowkey romantic. highkey stable.,Female,24,LA,Female,Bumble,"['lowkey', 'romantic', 'highkey', 'stable']","['lowkey', 'romantic', 'highkey', 'stable']",🌿Green Flag,"romantic, stable"
"Gym enthusiast, sometimes judgmental.",Female,31,Dallas,Female,CMB,"['gym', 'enthusiast', 'sometimes', 'judgmental']","['gym', 'enthusiast', 'sometimes', 'judgmental']",🌿Green Flag,"enthusiast, sometimes"
Caffeine-dependent disaster,Male,23,LA,Male,OkCupid,"['caffeinedependent', 'disaster']",['disaster'],🤷‍♂️No Clear Signal,
I’ll fight for you… then make you beg. 😏,Non-binary,31,Dallas,Non-binary,Bumble,"['ill', 'fight', 'make', 'beg']","['fight', 'make', 'beg']",🚩Red Flag,"fight, fight"
Nap enthusiast and professional snack hunter 😴🍿,Male,43,LA,Male,CMB,"['nap', 'enthusiast', 'professional', 'snack', 'hunter']","['nap', 'enthusiast', 'professional', 'snack', 'hunter']",🌿Green Flag,"professional, enthusiast, nap"
"Pizza > everything, fight me.",Male,22,Houston,Male,Bumble,"['pizza', 'everything', 'fight']","['pizza', 'everything', 'fight']",🚩Red Flag,"fight, fight, pizza, pizza"
could sleep 24/7,Male,18,Philadelphia,Male,OkCupid,"['could', 'sleep']","['could', 'sleep']",🤷‍♂️No Clear Signal,
i overthink everything,Non-binary,27,Philadelphia,Non-binary,CMB,"['overthink', 'everything']","['overthink', 'everything']",🚩Red Flag,"overthink, overthink, overthink"
pizza time,Non-binary,26,San Fransisco,Non-binary,CMB,"['pizza', 'time']","['pizza', 'time']",🌿Green Flag,"pizza, pizza"
introvert with occasional extrovert mode,Male,25,Las Vegas,Male,OkCupid,"['introvert', 'occasional', 'extrovert', 'mode']","['introvert', 'occasional', 'extrovert', 'mode']",🙂Mixed Flag,introvert
"I’ll share my fries, not my feelings easily.",Female,37,Dallas,Female,Tinder,"['ill', 'share', 'fries', 'feelings', 'easily']","['share', 'fry', 'feeling', 'easily']",🚩Red Flag,"feeling, share"
don’t flirt if you can’t fight,Male,32,LA,Male,CMB,"['dont', 'flirt', 'cant', 'fight']","['flirt', 'fight']",🚩Red Flag,"fight, fight, flirt, flirt"
i live for memes,Non-binary,25,Las Vegas,Non-binary,CMB,"['live', 'memes']","['live', 'meme']",🌿Green Flag,meme
Flirt level: expert,Female,29,LA,Female,Tinder,"['flirt', 'level', 'expert']","['flirt', 'level', 'expert']",🚩Red Flag,"flirt, flirt"
half healed. fully hot,Male,36,Philadelphia,Male,OkCupid,"['half', 'healed', 'fully', 'hot']","['half', 'heal', 'fully', 'hot']",🤷‍♂️No Clear Signal,
i nap anywhere anytime,Non-binary,39,Philadelphia,Non-binary,Bumble,"['nap', 'anywhere', 'anytime']","['nap', 'anywhere', 'anytime']",🌿Green Flag,nap
"Here for a good time, not a long bio",Female,38,Dallas,Female,Tinder,"['good', 'time', 'long', 'bio']","['good', 'time', 'long', 'bio']",🤷‍♂️No Clear Signal,
I laugh at my own jokes,Non-binary,32,LA,Non-binary,Tinder,"['laugh', 'jokes']","['laugh', 'joke']",🌿Green Flag,laugh
"Foodie, ignores texts.",Male,20,LA,Male,Tinder,"['foodie', 'ignores', 'texts']","['foodie', 'ignores', 'texts']",🤷‍♂️No Clear Signal,
Can cook 2-minute noodles like a pro. 🍜,Female,18,New York,Female,Tinder,"['cook', 'minute', 'noodles', 'like', 'pro']","['cook', 'noodle', 'like', 'pro']",🙂Mixed Flag,like
tacos & coffee,Male,33,Houston,Male,OkCupid,"['tacos', 'coffee']","['taco', 'coffee']",🌿Green Flag,"coffee, coffee"
My dog is cooler than me,Non-binary,22,LA,Non-binary,Hinge,"['dog', 'cooler']","['dog', 'cooler']",🌿Green Flag,"dog, dog"
introvert but loves deep talks,Female,45,Chicago,Female,Bumble,"['introvert', 'loves', 'deep', 'talks']","['introvert', 'love', 'deep', 'talk']",🌿Green Flag,"deep, love, introvert"
i sing in shower,Male,28,LA,Male,OkCupid,"['sing', 'shower']","['sing', 'shower']",🤷‍♂️No Clear Signal,
messy but cute,Non-binary,40,Dallas,Non-binary,CMB,"['messy', 'cute']","['messy', 'cute']",🚩Red Flag,"messy, messy, messy"
"Coffee, chaos, and cuddles.",Female,30,New York,Female,OkCupid,"['coffee', 'chaos', 'cuddles']","['coffee', 'chaos', 'cuddle']",🚩Red Flag,"chaos, coffee, coffee, chaos"
pizza addict & napper,Male,39,Chicago,Male,CMB,"['pizza', 'addict', 'napper']","['pizza', 'addict', 'napper']",🌿Green Flag,"pizza, pizza"
Loves random acts of kindness.,Female,24,Chicago,Female,OkCupid,"['loves', 'random', 'acts', 'kindness']","['love', 'random', 'act', 'kindness']",🌿Green Flag,love
good vibes only (sometimes),Male,40,Chicago,Male,Tinder,"['good', 'vibes', 'sometimes']","['good', 'vibe', 'sometimes']",🙂Mixed Flag,sometimes
"I roast, then regret later.",Male,30,LA,Male,Hinge,"['roast', 'regret', 'later']","['roast', 'regret', 'later']",🤷‍♂️No Clear Signal,
Obsessed with unique experiences.,Female,40,Philadelphia,Female,Tinder,"['obsessed', 'unique', 'experiences']","['obsess', 'unique', 'experience']",🚩Red Flag,obsess
bad at texting,Non-binary,31,Las Vegas,Non-binary,CMB,"['bad', 'texting']","['bad', 'texting']",🚩Red Flag,"bad, bad, bad"
LOL ok,Non-binary,41,Las Vegas,Non-binary,Bumble,"['lol', 'ok']","['lol', 'ok']",🤷‍♂️No Clear Signal,
Just here for the memes and good vibes 😏,Female,37,Las Vegas,Female,OkCupid,"['memes', 'good', 'vibes']","['memes', 'good', 'vibe']",🌿Green Flag,memes
I laugh at my own jokes,Non-binary,26,Las Vegas,Non-binary,Tinder,"['laugh', 'jokes']","['laugh', 'joke']",🌿Green Flag,laugh
"I care too much, sometimes poorly.",Non-binary,20,Dallas,Non-binary,Tinder,"['care', 'much', 'sometimes', 'poorly']","['care', 'much', 'sometimes', 'poorly']",🙂Mixed Flag,"sometimes, much"
Flirt like you mean it,Female,21,Houston,Female,CMB,"['flirt', 'like', 'mean']","['flirt', 'like', 'mean']",🚩Red Flag,"flirt, flirt, like"
"working on being a BETTER HUMAN, daily",Male,35,San Fransisco,Male,Bumble,"['working', 'better', 'human', 'daily']","['work', 'good', 'human', 'daily']",🌿Green Flag,"human, human"
"Foodie, sometimes clingy.",Non-binary,19,Philadelphia,Non-binary,CMB,"['foodie', 'sometimes', 'clingy']","['foodie', 'sometimes', 'clingy']",🌿Green Flag,"clingy, sometimes"
I may delete my TikToks but not my charm,Female,19,San Fransisco,Female,OkCupid,"['may', 'delete', 'tiktoks', 'charm']","['may', 'delete', 'tiktoks', 'charm']",🙂Mixed Flag,delete
"Yoga lover, ghosted recently.",Female,28,Las Vegas,Female,OkCupid,"['yoga', 'lover', 'ghosted', 'recently']","['yoga', 'lover', 'ghost', 'recently']",🚩Red Flag,"ghost, ghost, lover"
chaotic incarnate,Female,25,Dallas,Female,Bumble,"['chaotic', 'incarnate']","['chaotic', 'incarnate']",🙂Mixed Flag,chaotic
Obsessed with scented candles and cozy vibes.,Non-binary,33,San Fransisco,Non-binary,CMB,"['obsessed', 'scented', 'candles', 'cozy', 'vibes']","['obsess', 'scented', 'candle', 'cozy', 'vibe']",🚩Red Flag,obsess
awkward penguin,Non-binary,29,Philadelphia,Non-binary,Tinder,"['awkward', 'penguin']","['awkward', 'penguin']",🤷‍♂️No Clear Signal,
naps are sacred,Female,37,Las Vegas,Female,OkCupid,"['naps', 'sacred']","['nap', 'sacred']",🌿Green Flag,nap
"wants a connection, not a collection",Female,39,Philadelphia,Female,CMB,"['wants', 'connection', 'collection']","['want', 'connection', 'collection']",🌿Green Flag,"connection, connection"
tacos > love,Female,43,San Fransisco,Female,Bumble,"['tacos', 'love']","['taco', 'love']",🌿Green Flag,love
"Snack first, judge later",Non-binary,37,Las Vegas,Non-binary,OkCupid,"['snack', 'first', 'judge', 'later']","['snack', 'first', 'judge', 'later']",🤷‍♂️No Clear Signal,
"I flirt for sport, not commitment",Female,40,New York,Female,Bumble,"['flirt', 'sport', 'commitment']","['flirt', 'sport', 'commitment']",🚩Red Flag,"flirt, flirt"
"I flirt shamelessly, regret occasionally.",Male,41,Chicago,Male,OkCupid,"['flirt', 'shamelessly', 'regret', 'occasionally']","['flirt', 'shamelessly', 'regret', 'occasionally']",🚩Red Flag,"flirt, flirt"
i binge too much,Male,43,San Fransisco,Male,OkCupid,"['binge', 'much']","['binge', 'much']",🙂Mixed Flag,much
"Coffee in hand, dreams in mind.",Male,19,Las Vegas,Male,Hinge,"['coffee', 'hand', 'dreams', 'mind']","['coffee', 'hand', 'dream', 'mind']",🌿Green Flag,"coffee, coffee"
emotionally complex. physically fine af,Female,18,LA,Female,Tinder,"['emotionally', 'complex', 'physically', 'fine', 'af']","['emotionally', 'complex', 'physically', 'fine', 'af']",🚩Red Flag,complex
"Sweet chaos, occasional tears.",Male,26,LA,Male,OkCupid,"['sweet', 'chaos', 'occasional', 'tears']","['sweet', 'chaos', 'occasional', 'tear']",🚩Red Flag,"chaos, chaos"
i overcommit but cute,Male,34,LA,Male,Hinge,"['overcommit', 'cute']","['overcommit', 'cute']",🤷‍♂️No Clear Signal,
i overthink constantly,Female,37,LA,Female,OkCupid,"['overthink', 'constantly']","['overthink', 'constantly']",🚩Red Flag,"overthink, overthink, overthink"
Dog lover with a passion for travel.,Non-binary,30,Philadelphia,Non-binary,Bumble,"['dog', 'lover', 'passion', 'travel']","['dog', 'lover', 'passion', 'travel']",🌿Green Flag,"dog, passion, dog, lover"
I laugh at my own jokes,Male,27,Philadelphia,Male,Hinge,"['laugh', 'jokes']","['laugh', 'joke']",🌿Green Flag,laugh
"Cat cuddler, tea drinker.",Male,30,Houston,Male,Bumble,"['cat', 'cuddler', 'tea', 'drinker']","['cat', 'cuddler', 'tea', 'drinker']",🤷‍♂️No Clear Signal,
loves sarcasm,Female,39,Houston,Female,Bumble,"['loves', 'sarcasm']","['love', 'sarcasm']",🚩Red Flag,"sarcasm, love"
"I love deep convos, but I hate confrontation.",Non-binary,29,Dallas,Non-binary,Hinge,"['love', 'deep', 'convos', 'hate', 'confrontation']","['love', 'deep', 'convos', 'hate', 'confrontation']",🚩Red Flag,"hate, deep, love"
"Amateur poet, music enthusiast.",Female,22,Houston,Female,Bumble,"['amateur', 'poet', 'music', 'enthusiast']","['amateur', 'poet', 'music', 'enthusiast']",🌿Green Flag,"enthusiast, amateur"
"Bookworm, dreamer, secretly competitive. 📚🔥",Non-binary,35,Houston,Non-binary,Hinge,"['bookworm', 'dreamer', 'secretly', 'competitive']","['bookworm', 'dreamer', 'secretly', 'competitive']",🌿Green Flag,bookworm
i ghost but loyal,Male,19,Philadelphia,Male,Bumble,"['ghost', 'loyal']","['ghost', 'loyal']",🚩Red Flag,"ghost, ghost"
"Fitness buff, sometimes moody.",Non-binary,36,Houston,Non-binary,OkCupid,"['fitness', 'buff', 'sometimes', 'moody']","['fitness', 'buff', 'sometimes', 'moody']",🙂Mixed Flag,sometimes
I overanalyze everything… including this bio,Non-binary,23,LA,Non-binary,Hinge,"['overanalyze', 'everything', 'including', 'bio']","['overanalyze', 'include', 'bio']",🙂Mixed Flag,overanalyze
sassy with a side of sarcasm,Female,26,New York,Female,OkCupid,"['sassy', 'side', 'sarcasm']","['sassy', 'side', 'sarcasm']",🚩Red Flag,sarcasm
i binge shows & cry,Non-binary,23,New York,Non-binary,Tinder,"['binge', 'shows', 'cry']","['binge', 'show', 'cry']",🤷‍♂️No Clear Signal,
sleepy queen,Female,34,LA,Female,CMB,"['sleepy', 'queen']","['sleepy', 'queen']",🤷‍♂️No Clear Signal,
casual vibes,Male,33,New York,Male,Tinder,"['casual', 'vibes']","['casual', 'vibe']",🚩Red Flag,casual
"Loves karaoke, dancing, and ice cream runs.",Non-binary,28,Dallas,Non-binary,Tinder,"['loves', 'karaoke', 'dancing', 'ice', 'cream', 'runs']","['love', 'karaoke', 'dance', 'ice', 'cream', 'run']",🌿Green Flag,"dance, love, dance"
"i ghost sometimes, deal with it",Female,32,LA,Female,CMB,"['ghost', 'sometimes', 'deal']","['ghost', 'sometimes', 'deal']",🚩Red Flag,"ghost, ghost, sometimes"
Obsessed with quirky gifts.,Male,22,Dallas,Male,OkCupid,"['obsessed', 'quirky', 'gifts']","['obsess', 'quirky', 'gift']",🚩Red Flag,obsess
dreams a lot,Non-binary,20,Chicago,Non-binary,Bumble,"['dreams', 'lot']","['dream', 'lot']",🤷‍♂️No Clear Signal,
my dog picks my dates,Female,28,Dallas,Female,Tinder,"['dog', 'picks', 'dates']","['dog', 'pick', 'date']",🌿Green Flag,"dog, dog"
i lie for fun but love for real,Non-binary,40,New York,Non-binary,Hinge,"['lie', 'fun', 'love', 'real']","['lie', 'fun', 'love', 'real']",🚩Red Flag,"lie, real, love"
Caffeine-fueled overthinker,Male,34,Houston,Male,Tinder,"['caffeinefueled', 'overthinker']",['overthinker'],🤷‍♂️No Clear Signal,
emo & fun,Male,31,Dallas,Male,Tinder,"['emo', 'fun']","['emo', 'fun']",🤷‍♂️No Clear Signal,
Flirt like you mean it,Female,22,Philadelphia,Female,CMB,"['flirt', 'like', 'mean']","['flirt', 'like', 'mean']",🚩Red Flag,"flirt, flirt, like"
"I cook, I clean, I disappear mysteriously.",Female,26,Las Vegas,Female,Hinge,"['cook', 'clean', 'disappear', 'mysteriously']","['cook', 'clean', 'disappear', 'mysteriously']",🤷‍♂️No Clear Signal,
Currently avoiding adulthood creatively,Non-binary,21,Dallas,Non-binary,Hinge,"['currently', 'avoiding', 'adulthood', 'creatively']","['currently', 'avoid', 'adulthood', 'creatively']",🙂Mixed Flag,currently
"Coffee addict, avoids tough conversations.",Female,28,San Fransisco,Female,Bumble,"['coffee', 'addict', 'avoids', 'tough', 'conversations']","['coffee', 'addict', 'avoids', 'tough', 'conversation']",🌿Green Flag,"coffee, coffee"
could be your therapist,Non-binary,19,Philadelphia,Non-binary,CMB,"['could', 'therapist']","['could', 'therapist']",🤷‍♂️No Clear Signal,
tired of humans,Male,22,LA,Male,OkCupid,"['tired', 'humans']","['tired', 'human']",🌿Green Flag,"human, human, tired"
loves dogs too much,Female,33,Dallas,Female,Bumble,"['loves', 'dogs', 'much']","['love', 'dog', 'much']",🌿Green Flag,"dog, love, dog, much"
Loves hiking but hates people in general.,Female,45,San Fransisco,Female,Bumble,"['loves', 'hiking', 'hates', 'people', 'general']","['love', 'hike', 'hate', 'people', 'general']",🚩Red Flag,"hate, love"
Introvert seeking someone to share music and snacks with.,Male,44,Philadelphia,Male,CMB,"['introvert', 'seeking', 'someone', 'share', 'music', 'snacks']","['introvert', 'seek', 'someone', 'share', 'music', 'snack']",🌿Green Flag,"share, introvert"
talk later,Male,26,Dallas,Male,Bumble,"['talk', 'later']","['talk', 'later']",🤷‍♂️No Clear Signal,
